Shift:	9	Index:	0,08118081180811808
Shift:	15	Index:	0,07195571955719557
Shift:	42	Index:	0,07195571955719557
Shift:	168	Index:	0,07195571955719557
Shift:	24	Index:	0,06642066420664207
Shift:	12	Index:	0,06457564575645756
Shift:	18	Index:	0,06457564575645756
Shift:	48	Index:	0,06457564575645756
Shift:	75	Index:	0,06273062730627306
Shift:	96	Index:	0,06273062730627306
Shift:	3	Index:	0,06088560885608856
Shift:	66	Index:	0,06088560885608856
Shift:	21	Index:	0,05904059040590406
Shift:	33	Index:	0,05904059040590406
Shift:	57	Index:	0,05904059040590406
Shift:	99	Index:	0,05904059040590406
Shift:	177	Index:	0,05904059040590406
Shift:	27	Index:	0,05719557195571956
Shift:	69	Index:	0,05719557195571956
Shift:	93	Index:	0,055350553505535055
Shift:	105	Index:	0,055350553505535055
Shift:	108	Index:	0,055350553505535055
Shift:	153	Index:	0,055350553505535055
Shift:	39	Index:	0,05350553505535055
Shift:	45	Index:	0,05350553505535055
Shift:	78	Index:	0,05350553505535055
Shift:	132	Index:	0,05350553505535055
Shift:	159	Index:	0,05350553505535055
Shift:	162	Index:	0,05350553505535055
Shift:	51	Index:	0,05166051660516605
Shift:	87	Index:	0,05166051660516605
Shift:	117	Index:	0,05166051660516605
Shift:	144	Index:	0,05166051660516605
Shift:	201	Index:	0,05166051660516605
Shift:	210	Index:	0,05166051660516605
Shift:	6	Index:	0,04981549815498155
Shift:	114	Index:	0,04981549815498155
Shift:	138	Index:	0,04981549815498155
Shift:	261	Index:	0,04981549815498155
Shift:	36	Index:	0,04797047970479705
Shift:	90	Index:	0,04797047970479705
Shift:	123	Index:	0,04797047970479705
Shift:	195	Index:	0,04797047970479705
Shift:	30	Index:	0,046125461254612546
Shift:	54	Index:	0,046125461254612546
Shift:	72	Index:	0,046125461254612546
Shift:	111	Index:	0,046125461254612546
Shift:	180	Index:	0,046125461254612546
Shift:	84	Index:	0,04428044280442804
Shift:	102	Index:	0,04428044280442804
Shift:	150	Index:	0,04428044280442804
Shift:	135	Index:	0,042435424354243544
Shift:	213	Index:	0,042435424354243544
Shift:	228	Index:	0,042435424354243544
Shift:	129	Index:	0,04059040590405904
Shift:	147	Index:	0,04059040590405904
Shift:	171	Index:	0,04059040590405904
Shift:	192	Index:	0,04059040590405904
Shift:	234	Index:	0,04059040590405904
Shift:	60	Index:	0,03874538745387454
Shift:	63	Index:	0,03874538745387454
Shift:	81	Index:	0,03874538745387454
Shift:	120	Index:	0,03874538745387454
